Question,Segment Type,Segment Description,Answer,Count,Percentage
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Instagram,535,"0,480%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Snapchat,29,"0,026%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,Twitter,57,"0,051%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
What social platform has influenced your online shopping most?,Gender,Female voters,None,271,"0,243%"
